"STATISTIC","Statistic Label","TLIST(A1)","Year","C02076V03371","Single year of age","C02710V03278","Ability to speak Irish","UNIT","VALUE"
"F8006C02","Percentage by ability to speak Irish","2022","2022","051","51 years","13","Non-Irish speakers","%","67.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","051","51 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","052","52 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","052","52 years","12","All Irish speakers","%","31.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","052","52 years","13","Non-Irish speakers","%","68.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","052","52 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","053","53 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","053","53 years","12","All Irish speakers","%","31.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","053","53 years","13","Non-Irish speakers","%","68.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","053","53 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","054","54 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","054","54 years","12","All Irish speakers","%","31.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","054","54 years","13","Non-Irish speakers","%","68.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","054","54 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","055","55 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","055","55 years","12","All Irish speakers","%","31.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","055","55 years","13","Non-Irish speakers","%","68.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","055","55 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","056","56 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","056","56 years","12","All Irish speakers","%","30.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","056","56 years","13","Non-Irish speakers","%","69.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","056","56 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","057","57 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","057","57 years","12","All Irish speakers","%","30.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","057","57 years","13","Non-Irish speakers","%","69.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","057","57 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","058","58 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","058","58 years","12","All Irish speakers","%","31"
"F8006C02","Percentage by ability to speak Irish","2022","2022","058","58 years","13","Non-Irish speakers","%","69"
"F8006C02","Percentage by ability to speak Irish","2022","2022","058","58 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","059","59 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","059","59 years","12","All Irish speakers","%","30.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","059","59 years","13","Non-Irish speakers","%","69.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","059","59 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","060","60 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","060","60 years","12","All Irish speakers","%","31.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","060","60 years","13","Non-Irish speakers","%","68.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","060","60 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","061","61 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","061","61 years","12","All Irish speakers","%","33"
"F8006C02","Percentage by ability to speak Irish","2022","2022","061","61 years","13","Non-Irish speakers","%","67"
"F8006C02","Percentage by ability to speak Irish","2022","2022","061","61 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","062","62 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","062","62 years","12","All Irish speakers","%","33.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","062","62 years","13","Non-Irish speakers","%","66.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","062","62 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","063","63 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","063","63 years","12","All Irish speakers","%","34.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","063","63 years","13","Non-Irish speakers","%","65.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","063","63 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","064","64 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","064","64 years","12","All Irish speakers","%","34.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","064","64 years","13","Non-Irish speakers","%","65.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","064","64 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","065","65 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","065","65 years","12","All Irish speakers","%","34.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","065","65 years","13","Non-Irish speakers","%","65.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","065","65 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","066","66 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","066","66 years","12","All Irish speakers","%","35.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","066","66 years","13","Non-Irish speakers","%","64.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","066","66 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","067","67 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","067","67 years","12","All Irish speakers","%","36.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","067","67 years","13","Non-Irish speakers","%","63.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","067","67 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","068","68 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","068","68 years","12","All Irish speakers","%","36.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","068","68 years","13","Non-Irish speakers","%","63.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","068","68 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","069","69 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","069","69 years","12","All Irish speakers","%","36.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","069","69 years","13","Non-Irish speakers","%","63.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","069","69 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","070","70 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","070","70 years","12","All Irish speakers","%","35.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","070","70 years","13","Non-Irish speakers","%","64.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","070","70 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","071","71 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","071","71 years","12","All Irish speakers","%","34.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","071","71 years","13","Non-Irish speakers","%","65.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","071","71 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","072","72 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","072","72 years","12","All Irish speakers","%","33.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","072","72 years","13","Non-Irish speakers","%","66.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","072","72 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","073","73 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","073","73 years","12","All Irish speakers","%","33.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","073","73 years","13","Non-Irish speakers","%","66.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","073","73 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","074","74 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","074","74 years","12","All Irish speakers","%","33.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","074","74 years","13","Non-Irish speakers","%","66.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","074","74 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","075","75 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","075","75 years","12","All Irish speakers","%","33.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","075","75 years","13","Non-Irish speakers","%","66.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","075","75 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","076","76 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","076","76 years","12","All Irish speakers","%","35.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","076","76 years","13","Non-Irish speakers","%","64.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","076","76 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","077","77 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","077","77 years","12","All Irish speakers","%","34.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","077","77 years","13","Non-Irish speakers","%","65.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","077","77 years","98","Not stated","%","0"
